Nº Pedido,Cliente - Motorista,Data Emissão Pedido,Data Entrega Prevista,Destino,Itens,R$ Faturados,Saída para Entrega,Data Entrega Real, Qtd Devolução,Mot. Devolução,Dias Para Entrega,Status
A8714,WALMART-LUIZ PARDAL,2021-05-17,2021-05-27,RJ,7,228.20000000000002,2021-05-19,2021-05-30,3,Danificado,13,Atrasado
A8715,CASAS BAHIA-LUIZ PARDAL,2021-05-17,2021-05-27,SP,17,285.60000000000014,2021-05-23,2021-05-26,2,Produto Errado,9,No Prazo
A8717,RICARDO ELETRO-JOÃO GOMES,2021-05-17,2021-05-27,SP,6,93.6,2021-06-01,2021-06-04,2,Produto Errado,18,Atrasado
A8719,AMERICANAS-MARCOS LEROY,2021-05-17,2021-05-27,SP,3,93.0,2021-05-31,2021-06-02,2,Produto Errado,16,Atrasado
A8723,AMERICANAS-VALDIR ESPINOSA,2021-05-18,2021-05-28,BH,3,148.50000000000003,2021-06-02,2021-06-04,3,Danificado,17,Atrasado
A8724,WALMART-VALDIR ESPINOSA,2021-05-18,2021-05-28,RJ,1,31.999999999999996,2021-05-24,2021-06-07,1,Danificado,20,Atrasado
A8726,WALMART-LUIZ PARDAL,2021-05-18,2021-05-28,RJ,8,386.4,2021-06-04,2021-06-06,0,S/ Devolu.,19,Atrasado
A8729,WALMART-JOÃO GOMES,2021-05-19,2021-05-29,BH,12,376.79999999999995,2021-05-21,2021-05-27,0,S/ Devolu.,8,No Prazo
A8731,WALMART-FELIPE SILVA,2021-05-19,2021-05-29,RJ,9,405.0,2021-05-21,2021-05-30,1,Produto Errado,11,Atrasado
A8732,CASA E VIDEO-VALDIR ESPINOSA,2021-05-19,2021-05-29,SP,7,357.0000000000002,2021-05-26,2021-06-04,1,Danificado,16,Atrasado
A8733,MAGAZINE LUIZA-JOÃO GOMES,2021-05-19,2021-05-29,BH,3,51.00000000000003,2021-05-25,2021-06-08,1,Danificado,20,Atrasado
A8734,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-05-19,2021-05-29,RJ,12,376.79999999999995,2021-05-23,2021-05-29,0,S/ Devolu.,10,No Prazo
A8735,RICARDO ELETRO-MARCOS LEROY,2021-05-19,2021-05-29,SP,15,236.99999999999997,2021-05-20,2021-05-28,2,Arrependimento,9,No Prazo
A8736,MAGAZINE LUIZA-JOÃO GOMES,2021-05-19,2021-05-29,BH,20,1020.0000000000007,2021-05-20,2021-06-04,2,Produto Errado,16,Atrasado
A8737,RICARDO ELETRO-JOÃO GOMES,2021-05-19,2021-05-29,RJ,20,656.0000000000001,2021-05-26,2021-06-07,2,Danificado,19,Atrasado
A8739,MAGAZINE LUIZA-MARCOS LEROY,2021-05-19,2021-05-29,RJ,10,164.00000000000003,2021-05-24,2021-06-02,10,Danificado,14,Atrasado
A8740,RICARDO ELETRO-JOÃO GOMES,2021-05-19,2021-05-29,BH,11,165.0,2021-05-29,2021-06-06,2,Produto Errado,18,Atrasado
A8742,CASA E VIDEO-FELIPE SILVA,2021-05-19,2021-05-29,RJ,6,94.8,2021-05-24,2021-06-06,4,Produto Errado,18,Atrasado
A8743,RICARDO ELETRO-TÚLIO SILVEIRA,2021-05-20,2021-05-30,SP,12,608.4000000000003,2021-05-24,2021-05-31,0,S/ Devolu.,11,Atrasado
A8745,RICARDO ELETRO-FELIPE SILVA,2021-05-21,2021-05-31,BH,14,228.20000000000002,2021-06-01,2021-06-05,2,Danificado,15,Atrasado
A8746,AMERICANAS-VALDIR ESPINOSA,2021-05-21,2021-05-31,SP,4,128.79999999999998,2021-06-04,2021-06-07,1,Danificado,17,Atrasado
A8749,CASA E VIDEO-VALDIR ESPINOSA,2021-05-21,2021-05-31,SP,4,132.80000000000004,2021-05-23,2021-05-31,3,Danificado,10,No Prazo
A8750,CASAS BAHIA-JOÃO GOMES,2021-05-21,2021-05-31,SP,15,241.49999999999997,2021-05-28,2021-05-29,2,Arrependimento,8,No Prazo
A8752,CASAS BAHIA-FELIPE SILVA,2021-05-21,2021-05-31,BH,15,241.49999999999997,2021-05-27,2021-05-30,3,Produto Errado,9,No Prazo
A8755,CASA E VIDEO-TÚLIO SILVEIRA,2021-05-21,2021-05-31,SP,12,388.79999999999995,2021-05-26,2021-06-06,0,S/ Devolu.,16,Atrasado
A8758,CASA E VIDEO-TÚLIO SILVEIRA,2021-05-22,2021-06-01,SP,9,146.70000000000002,2021-05-23,2021-06-03,1,Produto Errado,12,Atrasado
A8760,MAGAZINE LUIZA-JOÃO GOMES,2021-05-22,2021-06-01,BH,4,125.6,2021-05-29,2021-06-03,1,Danificado,12,Atrasado
A8763,CASA E VIDEO-LUIZ PARDAL,2021-05-22,2021-06-01,BH,15,706.5,2021-06-01,2021-06-03,1,Produto Errado,12,Atrasado
A8769,WALMART-LUIZ PARDAL,2021-05-24,2021-06-03,BH,13,207.99999999999997,2021-06-05,2021-06-10,0,S/ Devolu.,17,Atrasado
A8770,RICARDO ELETRO-JOÃO GOMES,2021-05-24,2021-06-03,BH,10,150.0,2021-05-31,2021-06-07,1,Produto Errado,14,Atrasado
A8771,WALMART-FELIPE SILVA,2021-05-24,2021-06-03,SP,10,310.0,2021-05-31,2021-06-11,2,Produto Errado,18,Atrasado
A8773,WALMART-FELIPE SILVA,2021-05-24,2021-06-03,BH,8,398.4000000000001,2021-06-06,2021-06-08,2,Produto Errado,15,Atrasado
A8774,CASAS BAHIA-FELIPE SILVA,2021-05-24,2021-06-03,BH,12,558.0,2021-05-28,2021-06-11,3,Produto Errado,18,Atrasado
A8775,CASA E VIDEO-MARCOS LEROY,2021-05-25,2021-06-04,BH,9,453.6000000000002,2021-05-30,2021-06-10,7,Produto Errado,16,Atrasado
A8778,MAGAZINE LUIZA-MARCOS LEROY,2021-05-25,2021-06-04,RJ,6,287.99999999999994,2021-05-28,2021-06-04,2,Produto Errado,10,No Prazo
A8779,CASA E VIDEO-TÚLIO SILVEIRA,2021-05-25,2021-06-04,BH,12,400.8000000000002,2021-06-03,2021-06-08,0,S/ Devolu.,14,Atrasado
A8783,WALMART-JOÃO GOMES,2021-05-26,2021-06-05,RJ,5,166.00000000000006,2021-06-11,2021-06-15,5,Produto Errado,20,Atrasado
A8788,CASA E VIDEO-MARCOS LEROY,2021-05-26,2021-06-05,RJ,5,81.0,2021-06-02,2021-06-08,5,Produto Errado,13,Atrasado
A8791,CASAS BAHIA-VALDIR ESPINOSA,2021-05-27,2021-06-06,SP,4,60.0,2021-06-12,2021-06-13,1,Produto Errado,17,Atrasado
A8794,CASA E VIDEO-MARCOS LEROY,2021-05-28,2021-06-07,BH,8,133.60000000000005,2021-06-01,2021-06-05,3,Danificado,8,No Prazo
A8796,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-05-28,2021-06-07,BH,11,551.1000000000003,2021-06-03,2021-06-13,1,Danificado,16,Atrasado
A8800,WALMART-TÚLIO SILVEIRA,2021-05-28,2021-06-07,SP,9,421.2,2021-06-04,2021-06-11,3,Produto Errado,14,Atrasado
A8801,CASA E VIDEO-TÚLIO SILVEIRA,2021-05-28,2021-06-07,RJ,4,66.80000000000003,2021-06-02,2021-06-05,2,Produto Errado,8,No Prazo
A8802,CASA E VIDEO-MARCOS LEROY,2021-05-29,2021-06-08,RJ,7,219.79999999999998,2021-06-06,2021-06-17,1,Produto Errado,19,Atrasado
A8804,AMERICANAS-LUIZ PARDAL,2021-05-29,2021-06-08,SP,2,60.0,2021-06-03,2021-06-11,2,Produto Errado,13,Atrasado
A8805,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-05-29,2021-06-08,BH,14,447.99999999999994,2021-06-06,2021-06-16,2,Danificado,18,Atrasado
A8806,AMERICANAS-FELIPE SILVA,2021-05-29,2021-06-08,SP,7,111.29999999999998,2021-06-05,2021-06-07,2,Danificado,9,No Prazo
A8807,AMERICANAS-FELIPE SILVA,2021-05-30,2021-06-09,BH,18,918.0000000000006,2021-06-12,2021-06-15,1,Produto Errado,16,Atrasado
A8809,CASAS BAHIA-TÚLIO SILVEIRA,2021-05-30,2021-06-09,SP,18,869.3999999999999,2021-06-01,2021-06-17,2,Produto Errado,18,Atrasado
A8810,AMERICANAS-MARCOS LEROY,2021-05-30,2021-06-09,SP,17,265.2,2021-06-12,2021-06-17,11,Produto Errado,18,Atrasado
A8811,WALMART-VALDIR ESPINOSA,2021-05-30,2021-06-09,BH,5,78.0,2021-06-17,2021-06-19,3,Danificado,20,Atrasado
A8813,CASA E VIDEO-JOÃO GOMES,2021-05-31,2021-06-10,BH,6,97.19999999999999,2021-06-05,2021-06-18,2,Danificado,18,Atrasado
A8822,CASAS BAHIA-LUIZ PARDAL,2021-05-31,2021-06-10,BH,10,479.99999999999994,2021-06-05,2021-06-08,0,S/ Devolu.,8,No Prazo
A8825,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-06-01,2021-06-11,BH,15,675.0,2021-06-06,2021-06-10,2,Danificado,9,No Prazo
A8826,WALMART-VALDIR ESPINOSA,2021-06-01,2021-06-11,RJ,2,63.599999999999994,2021-06-15,2021-06-17,0,S/ Devolu.,16,Atrasado
A8828,WALMART-FELIPE SILVA,2021-06-01,2021-06-11,RJ,8,257.59999999999997,2021-06-05,2021-06-09,0,S/ Devolu.,8,No Prazo
A8830,CASAS BAHIA-JOÃO GOMES,2021-06-01,2021-06-11,SP,14,450.79999999999995,2021-06-04,2021-06-21,1,Danificado,20,Atrasado
A8832,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-06-01,2021-06-11,RJ,1,46.5,2021-06-09,2021-06-12,1,Danificado,11,Atrasado
A8836,RICARDO ELETRO-LUIZ PARDAL,2021-06-02,2021-06-12,BH,10,158.0,2021-06-05,2021-06-14,2,Produto Errado,12,Atrasado
A8838,MAGAZINE LUIZA-JOÃO GOMES,2021-06-02,2021-06-12,RJ,20,334.0000000000001,2021-06-05,2021-06-21,2,Danificado,19,Atrasado
A8840,RICARDO ELETRO-TÚLIO SILVEIRA,2021-06-02,2021-06-12,SP,15,450.0,2021-06-09,2021-06-18,1,Produto Errado,16,Atrasado
A8842,CASAS BAHIA-MARCOS LEROY,2021-06-03,2021-06-13,BH,18,298.80000000000007,2021-06-16,2021-06-21,1,Produto Errado,18,Atrasado
A8843,AMERICANAS-LUIZ PARDAL,2021-06-03,2021-06-13,BH,10,450.0,2021-06-05,2021-06-21,1,Danificado,18,Atrasado
A8844,CASAS BAHIA-VALDIR ESPINOSA,2021-06-03,2021-06-13,BH,8,120.0,2021-06-07,2021-06-18,2,Produto Errado,15,Atrasado
A8846,CASAS BAHIA-FELIPE SILVA,2021-06-03,2021-06-13,RJ,14,236.60000000000014,2021-06-19,2021-06-20,0,S/ Devolu.,17,Atrasado
A8849,CASA E VIDEO-VALDIR ESPINOSA,2021-06-03,2021-06-13,RJ,11,544.5000000000001,2021-06-16,2021-06-17,3,Produto Errado,14,Atrasado
A8851,WALMART-VALDIR ESPINOSA,2021-06-04,2021-06-14,BH,2,31.0,2021-06-13,2021-06-19,0,S/ Devolu.,15,Atrasado
A8852,CASA E VIDEO-MARCOS LEROY,2021-06-04,2021-06-14,SP,14,218.4,2021-06-07,2021-06-12,11,Danificado,8,No Prazo
A8853,MAGAZINE LUIZA-MARCOS LEROY,2021-06-04,2021-06-14,RJ,20,330.00000000000006,2021-06-12,2021-06-21,2,Produto Errado,17,Atrasado
A8855,AMERICANAS-LUIZ PARDAL,2021-06-04,2021-06-14,RJ,7,235.2000000000001,2021-06-09,2021-06-20,1,Produto Errado,16,Atrasado
A8858,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-06-04,2021-06-14,BH,16,270.40000000000015,2021-06-15,2021-06-21,1,Produto Errado,17,Atrasado
A8860,AMERICANAS-JOÃO GOMES,2021-06-04,2021-06-14,SP,4,136.00000000000009,2021-06-19,2021-06-22,3,Danificado,18,Atrasado
A8868,RICARDO ELETRO-FELIPE SILVA,2021-06-07,2021-06-17,SP,1,31.999999999999996,2021-06-13,2021-06-16,1,Danificado,9,No Prazo
A8870,CASAS BAHIA-FELIPE SILVA,2021-06-07,2021-06-17,SP,9,450.90000000000015,2021-06-10,2021-06-20,1,Danificado,13,Atrasado
A8871,MAGAZINE LUIZA-JOÃO GOMES,2021-06-07,2021-06-17,BH,14,231.00000000000006,2021-06-18,2021-06-20,1,Produto Errado,13,Atrasado
A8872,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-07,2021-06-17,BH,7,333.9,2021-06-18,2021-06-27,0,S/ Devolu.,20,Atrasado
A8873,WALMART-VALDIR ESPINOSA,2021-06-07,2021-06-17,BH,11,185.9000000000001,2021-06-18,2021-06-24,0,S/ Devolu.,17,Atrasado
A8874,RICARDO ELETRO-VALDIR ESPINOSA,2021-06-07,2021-06-17,SP,2,31.2,2021-06-15,2021-06-21,0,S/ Devolu.,14,Atrasado
A8875,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-07,2021-06-17,BH,18,601.2000000000003,2021-06-13,2021-06-22,0,S/ Devolu.,15,Atrasado
A8877,WALMART-LUIZ PARDAL,2021-06-08,2021-06-18,RJ,1,46.8,2021-06-12,2021-06-23,1,Produto Errado,15,Atrasado
A8879,RICARDO ELETRO-VALDIR ESPINOSA,2021-06-08,2021-06-18,BH,3,135.0,2021-06-13,2021-06-19,1,Produto Errado,11,Atrasado
A8881,WALMART-FELIPE SILVA,2021-06-08,2021-06-18,RJ,6,198.00000000000006,2021-06-15,2021-06-17,1,Produto Errado,9,No Prazo
A8882,AMERICANAS-LUIZ PARDAL,2021-06-08,2021-06-18,RJ,7,335.99999999999994,2021-06-15,2021-06-16,0,S/ Devolu.,8,No Prazo
A8883,AMERICANAS-VALDIR ESPINOSA,2021-06-08,2021-06-18,SP,10,316.0,2021-06-14,2021-06-19,2,Arrependimento,11,Atrasado
A8884,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-06-09,2021-06-19,BH,11,187.0000000000001,2021-06-11,2021-06-18,1,Produto Errado,9,No Prazo
A8887,AMERICANAS-VALDIR ESPINOSA,2021-06-09,2021-06-19,BH,11,178.2,2021-06-10,2021-06-17,0,S/ Devolu.,8,No Prazo
A8888,WALMART-TÚLIO SILVEIRA,2021-06-09,2021-06-19,SP,19,570.0,2021-06-15,2021-06-18,0,S/ Devolu.,9,No Prazo
A8889,CASAS BAHIA-MARCOS LEROY,2021-06-09,2021-06-19,BH,13,405.59999999999997,2021-06-13,2021-06-29,1,Arrependimento,20,Atrasado
A8890,RICARDO ELETRO-MARCOS LEROY,2021-06-09,2021-06-19,RJ,10,164.00000000000003,2021-06-17,2021-06-18,1,Danificado,9,No Prazo
A8892,AMERICANAS-VALDIR ESPINOSA,2021-06-09,2021-06-19,SP,2,62.0,2021-06-20,2021-06-24,0,S/ Devolu.,15,Atrasado
A8893,CASA E VIDEO-LUIZ PARDAL,2021-06-10,2021-06-20,BH,6,98.4,2021-06-16,2021-06-18,1,Produto Errado,8,No Prazo
A8895,WALMART-TÚLIO SILVEIRA,2021-06-10,2021-06-20,RJ,9,140.4,2021-06-13,2021-06-30,2,Danificado,20,Atrasado
A8897,CASAS BAHIA-LUIZ PARDAL,2021-06-11,2021-06-21,RJ,16,787.2,2021-06-16,2021-06-25,2,Produto Errado,14,Atrasado
A8898,WALMART-LUIZ PARDAL,2021-06-11,2021-06-21,RJ,8,360.0,2021-06-21,2021-06-23,1,Produto Errado,12,Atrasado
A8904,RICARDO ELETRO-MARCOS LEROY,2021-06-12,2021-06-22,RJ,20,340.0000000000002,2021-06-23,2021-06-25,1,Produto Errado,13,Atrasado
A8905,CASAS BAHIA-FELIPE SILVA,2021-06-12,2021-06-22,SP,9,442.80000000000007,2021-06-27,2021-07-01,0,S/ Devolu.,19,Atrasado
A8908,WALMART-TÚLIO SILVEIRA,2021-06-13,2021-06-23,SP,5,238.49999999999997,2021-06-24,2021-06-29,0,S/ Devolu.,16,Atrasado
A8909,WALMART-FELIPE SILVA,2021-06-13,2021-06-23,RJ,6,94.8,2021-06-20,2021-07-02,0,S/ Devolu.,19,Atrasado
A8910,CASA E VIDEO-MARCOS LEROY,2021-06-13,2021-06-23,BH,13,210.6,2021-06-18,2021-06-21,2,Danificado,8,No Prazo
A8911,RICARDO ELETRO-MARCOS LEROY,2021-06-13,2021-06-23,BH,3,139.5,2021-06-26,2021-07-03,2,Danificado,20,Atrasado
A8914,AMERICANAS-FELIPE SILVA,2021-06-14,2021-06-24,RJ,18,912.6000000000005,2021-06-25,2021-07-03,0,S/ Devolu.,19,Atrasado
A8915,CASA E VIDEO-FELIPE SILVA,2021-06-14,2021-06-24,RJ,15,244.5,2021-06-17,2021-06-30,2,Danificado,16,Atrasado
A8916,WALMART-LUIZ PARDAL,2021-06-14,2021-06-24,SP,2,90.0,2021-06-28,2021-07-02,0,S/ Devolu.,18,Atrasado
A8920,AMERICANAS-MARCOS LEROY,2021-06-15,2021-06-25,RJ,1,31.4,2021-06-19,2021-06-23,1,Danificado,8,No Prazo
A8921,AMERICANAS-LUIZ PARDAL,2021-06-15,2021-06-25,SP,3,102.00000000000006,2021-06-30,2021-07-02,0,S/ Devolu.,17,Atrasado
A8924,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-15,2021-06-25,BH,18,586.8000000000001,2021-06-16,2021-06-27,2,Arrependimento,12,Atrasado
A8925,AMERICANAS-MARCOS LEROY,2021-06-16,2021-06-26,SP,2,99.00000000000003,2021-06-24,2021-06-25,3,Produto Errado,9,No Prazo
A8926,AMERICANAS-MARCOS LEROY,2021-06-16,2021-06-26,BH,2,32.800000000000004,2021-06-17,2021-06-28,1,Danificado,12,Atrasado
A8927,WALMART-TÚLIO SILVEIRA,2021-06-16,2021-06-26,BH,16,806.4000000000003,2021-06-29,2021-07-01,1,Produto Errado,15,Atrasado
A8928,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-16,2021-06-26,RJ,12,398.4000000000001,2021-06-24,2021-07-02,0,S/ Devolu.,16,Atrasado
A8931,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-06-16,2021-06-26,BH,5,159.99999999999997,2021-06-22,2021-07-05,0,S/ Devolu.,19,Atrasado
A8932,CASA E VIDEO-VALDIR ESPINOSA,2021-06-16,2021-06-26,BH,6,196.8,2021-06-29,2021-07-06,1,Danificado,20,Atrasado
A8935,RICARDO ELETRO-JOÃO GOMES,2021-06-17,2021-06-27,SP,8,270.40000000000015,2021-06-18,2021-06-28,1,Produto Errado,11,Atrasado
A8937,AMERICANAS-MARCOS LEROY,2021-06-17,2021-06-27,BH,11,173.79999999999998,2021-06-30,2021-07-02,5,Danificado,15,Atrasado
A8942,RICARDO ELETRO-JOÃO GOMES,2021-06-17,2021-06-27,RJ,4,132.80000000000004,2021-06-21,2021-07-04,1,Danificado,17,Atrasado
A8953,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-18,2021-06-28,BH,11,347.59999999999997,2021-06-20,2021-07-06,0,S/ Devolu.,18,Atrasado
A8954,CASA E VIDEO-JOÃO GOMES,2021-06-18,2021-06-28,BH,3,145.79999999999998,2021-06-25,2021-07-01,1,Produto Errado,13,Atrasado
A8956,CASA E VIDEO-TÚLIO SILVEIRA,2021-06-19,2021-06-29,RJ,8,255.99999999999997,2021-06-21,2021-07-02,2,Arrependimento,13,Atrasado
A8957,CASA E VIDEO-FELIPE SILVA,2021-06-19,2021-06-29,RJ,19,940.5000000000002,2021-06-20,2021-06-30,0,S/ Devolu.,11,Atrasado
A8960,RICARDO ELETRO-FELIPE SILVA,2021-06-19,2021-06-29,SP,6,194.39999999999998,2021-06-20,2021-07-05,3,Danificado,16,Atrasado
A8961,WALMART-MARCOS LEROY,2021-06-19,2021-06-29,BH,19,963.3000000000005,2021-06-22,2021-07-06,1,Danificado,17,Atrasado
A8963,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-06-19,2021-06-29,SP,8,268.8000000000001,2021-06-30,2021-07-07,4,Danificado,18,Atrasado
A8964,WALMART-MARCOS LEROY,2021-06-19,2021-06-29,SP,8,130.4,2021-06-23,2021-07-08,7,Danificado,19,Atrasado
A8965,AMERICANAS-FELIPE SILVA,2021-06-19,2021-06-29,BH,11,358.6,2021-06-20,2021-07-06,2,Produto Errado,17,Atrasado
A8966,CASAS BAHIA-FELIPE SILVA,2021-06-19,2021-06-29,SP,19,321.1000000000002,2021-06-23,2021-07-01,0,S/ Devolu.,12,Atrasado
A8969,RICARDO ELETRO-MARCOS LEROY,2021-06-20,2021-06-30,BH,1,46.8,2021-06-30,2021-07-06,1,Danificado,16,Atrasado
A8972,CASAS BAHIA-LUIZ PARDAL,2021-06-21,2021-07-01,SP,14,232.40000000000006,2021-06-29,2021-07-04,3,Produto Errado,13,Atrasado
A8975,CASA E VIDEO-TÚLIO SILVEIRA,2021-06-21,2021-07-01,RJ,20,324.0,2021-06-29,2021-07-05,0,S/ Devolu.,14,Atrasado
A8979,WALMART-MARCOS LEROY,2021-06-22,2021-07-02,RJ,9,459.0000000000003,2021-06-24,2021-07-03,3,Produto Errado,11,Atrasado
A8981,WALMART-MARCOS LEROY,2021-06-22,2021-07-02,BH,7,113.39999999999999,2021-07-01,2021-07-05,1,Danificado,13,Atrasado
A8982,CASAS BAHIA-MARCOS LEROY,2021-06-22,2021-07-02,BH,18,907.2000000000004,2021-06-28,2021-07-07,1,Arrependimento,15,Atrasado
A8983,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-06-22,2021-07-02,BH,7,218.4,2021-07-06,2021-07-12,0,S/ Devolu.,20,Atrasado
A8985,CASA E VIDEO-VALDIR ESPINOSA,2021-06-22,2021-07-02,SP,5,80.49999999999999,2021-07-03,2021-07-07,0,S/ Devolu.,15,Atrasado
A8986,CASA E VIDEO-LUIZ PARDAL,2021-06-22,2021-07-02,BH,1,33.600000000000016,2021-07-08,2021-07-09,1,Produto Errado,17,Atrasado
A8987,WALMART-TÚLIO SILVEIRA,2021-06-22,2021-07-02,RJ,2,64.8,2021-06-23,2021-07-08,0,S/ Devolu.,16,Atrasado
A8992,WALMART-FELIPE SILVA,2021-06-23,2021-07-03,RJ,15,495.0000000000001,2021-07-02,2021-07-13,1,Produto Errado,20,Atrasado
A8993,AMERICANAS-MARCOS LEROY,2021-06-23,2021-07-03,RJ,15,715.4999999999999,2021-06-27,2021-07-01,7,Danificado,8,No Prazo
A8995,WALMART-MARCOS LEROY,2021-06-23,2021-07-03,RJ,16,267.2000000000001,2021-06-25,2021-07-12,4,Arrependimento,19,Atrasado
A9002,AMERICANAS-FELIPE SILVA,2021-06-24,2021-07-04,RJ,12,400.8000000000002,2021-06-27,2021-07-10,2,Produto Errado,16,Atrasado
A9003,RICARDO ELETRO-TÚLIO SILVEIRA,2021-06-24,2021-07-04,BH,5,243.0,2021-06-26,2021-07-09,0,S/ Devolu.,15,Atrasado
A9009,CASAS BAHIA-LUIZ PARDAL,2021-06-25,2021-07-05,BH,7,350.70000000000016,2021-06-26,2021-07-06,0,S/ Devolu.,11,Atrasado
A9011,RICARDO ELETRO-LUIZ PARDAL,2021-06-27,2021-07-07,RJ,10,486.0,2021-07-14,2021-07-15,1,Produto Errado,18,Atrasado
A9013,CASAS BAHIA-MARCOS LEROY,2021-06-27,2021-07-07,RJ,9,287.99999999999994,2021-07-01,2021-07-08,3,Danificado,11,Atrasado
A9015,RICARDO ELETRO-MARCOS LEROY,2021-06-27,2021-07-07,SP,8,249.6,2021-07-02,2021-07-09,4,Produto Errado,12,Atrasado
A9017,CASAS BAHIA-FELIPE SILVA,2021-06-28,2021-07-08,BH,10,300.0,2021-07-01,2021-07-06,0,S/ Devolu.,8,No Prazo
A9018,WALMART-TÚLIO SILVEIRA,2021-06-28,2021-07-08,RJ,14,219.79999999999998,2021-06-30,2021-07-14,3,Danificado,16,Atrasado
A9019,CASA E VIDEO-FELIPE SILVA,2021-06-28,2021-07-08,RJ,7,315.0,2021-06-30,2021-07-07,0,S/ Devolu.,9,No Prazo
A9020,RICARDO ELETRO-TÚLIO SILVEIRA,2021-06-28,2021-07-08,BH,18,306.00000000000017,2021-07-04,2021-07-06,0,S/ Devolu.,8,No Prazo
A9021,CASAS BAHIA-LUIZ PARDAL,2021-06-28,2021-07-08,BH,10,492.00000000000006,2021-07-03,2021-07-10,2,Danificado,12,Atrasado
A9026,CASA E VIDEO-MARCOS LEROY,2021-06-29,2021-07-09,BH,20,953.9999999999999,2021-07-02,2021-07-12,2,Produto Errado,13,Atrasado
A9029,CASAS BAHIA-TÚLIO SILVEIRA,2021-06-29,2021-07-09,BH,9,147.60000000000002,2021-07-11,2021-07-13,0,S/ Devolu.,14,Atrasado
A9032,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-06-30,2021-07-10,BH,13,421.2,2021-07-02,2021-07-12,1,Danificado,12,Atrasado
A9034,WALMART-MARCOS LEROY,2021-06-30,2021-07-10,BH,19,570.0,2021-07-05,2021-07-16,16,Produto Errado,16,Atrasado
A9036,AMERICANAS-TÚLIO SILVEIRA,2021-06-30,2021-07-10,BH,7,225.39999999999998,2021-07-11,2021-07-13,3,Danificado,13,Atrasado
A9037,CASAS BAHIA-JOÃO GOMES,2021-06-30,2021-07-10,BH,4,196.8,2021-07-06,2021-07-11,0,S/ Devolu.,11,Atrasado
A9039,CASAS BAHIA-LUIZ PARDAL,2021-06-30,2021-07-10,SP,20,314.0,2021-07-02,2021-07-10,3,Produto Errado,10,No Prazo
A9040,MAGAZINE LUIZA-JOÃO GOMES,2021-06-30,2021-07-10,RJ,17,810.9,2021-07-05,2021-07-13,4,Danificado,13,Atrasado
A9045,CASA E VIDEO-VALDIR ESPINOSA,2021-07-01,2021-07-11,SP,1,49.80000000000001,2021-07-19,2021-07-21,0,S/ Devolu.,20,Atrasado
A9046,WALMART-JOÃO GOMES,2021-07-01,2021-07-11,BH,10,158.0,2021-07-08,2021-07-16,1,Produto Errado,15,Atrasado
A9052,CASAS BAHIA-JOÃO GOMES,2021-07-01,2021-07-11,SP,11,177.09999999999997,2021-07-10,2021-07-12,1,Produto Errado,11,Atrasado
A9054,CASA E VIDEO-FELIPE SILVA,2021-07-01,2021-07-11,BH,4,63.599999999999994,2021-07-15,2021-07-21,1,Danificado,20,Atrasado
A9056,CASAS BAHIA-MARCOS LEROY,2021-07-02,2021-07-12,BH,20,1014.0000000000006,2021-07-15,2021-07-20,4,Produto Errado,18,Atrasado
A9059,CASA E VIDEO-MARCOS LEROY,2021-07-02,2021-07-12,SP,17,540.5999999999999,2021-07-04,2021-07-14,1,Arrependimento,12,Atrasado
A9060,CASAS BAHIA-MARCOS LEROY,2021-07-02,2021-07-12,RJ,14,464.8000000000001,2021-07-12,2021-07-13,5,Danificado,11,Atrasado
A9061,AMERICANAS-MARCOS LEROY,2021-07-02,2021-07-12,RJ,2,99.60000000000002,2021-07-06,2021-07-20,1,Danificado,18,Atrasado
A9062,RICARDO ELETRO-FELIPE SILVA,2021-07-02,2021-07-12,SP,7,338.09999999999997,2021-07-04,2021-07-20,2,Produto Errado,18,Atrasado
A9066,WALMART-LUIZ PARDAL,2021-07-03,2021-07-13,RJ,20,643.9999999999999,2021-07-18,2021-07-21,0,S/ Devolu.,18,Atrasado
A9072,AMERICANAS-FELIPE SILVA,2021-07-04,2021-07-14,SP,10,332.0000000000001,2021-07-16,2021-07-22,3,Danificado,18,Atrasado
A9073,WALMART-MARCOS LEROY,2021-07-04,2021-07-14,BH,7,329.7,2021-07-09,2021-07-24,1,Produto Errado,20,Atrasado
A9075,MAGAZINE LUIZA-FELIPE SILVA,2021-07-04,2021-07-14,SP,7,218.4,2021-07-13,2021-07-20,2,Danificado,16,Atrasado
A9076,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-07-04,2021-07-14,BH,17,805.8,2021-07-10,2021-07-20,0,S/ Devolu.,16,Atrasado
